resident_status_code	race_desc_victim	ethnicity_name_victim	pub_agency_name	offense_name	location_name	weapon_name	injury_name	relationship_name	incident_isweekend
R	American Indian or Alaska Native	Not Hispanic or Latino	Grand Forks	Aggravated Assault	Residence/Home	Blunt Object	Possible Internal Injury	Victim Was Acquaintance	False
N	Unknown	Not Hispanic or Latino	Mandan	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Other	Minor Injury	Victim Was Boyfriend/Girlfriend	False
N	White	Not Hispanic or Latino	Fargo	Aggravated Assault	Hotel/Motel/Etc.	Knife/Cutting Instrument	Other Major Injury	Victim Was Spouse	False
R	White	Not Hispanic or Latino	Cass	Aggravated Assault	Residence/Home	Blunt Object	Severe Laceration	Victim Was Stranger	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Personal Weapons	Possible Internal Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Hispanic or Latino	Williston	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Handgun	None	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Tioga	Fondling	Residence/Home	Unknown	Minor Injury	Victim Was Child	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Aggravated Assault	Lake/Waterway/Beach	Other	None	Victim Was Spouse	False
R	Black or African American	Not Hispanic or Latino	Fargo	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Parent	False
R	Black or African American	Not Hispanic or Latino	West Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	N/A	False
R	White	Not Hispanic or Latino	Mandan	Intimidation	Residence/Home	N/A	N/A	Victim was Ex-Spouse	False
N/A	White	Not Hispanic or Latino	McKenzie	Aggravated Assault	Jail/Prison/Penitentiary/Corrections Facility	Personal Weapons	Apparent Broken Bones	Victim was Otherwise Known	True
R	Black or African American	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
N	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Simple Assault	Parking/Drop Lot/Garage	Personal Weapons	Minor Injury	Victim Was Stranger	False
N	White	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Personal Weapons	Possible Internal Injury	Victim Was Stranger	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Parent	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Friend	True
R	White	Not Hispanic or Latino	Mandan	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Jamestown	Fondling	Residence/Home	Personal Weapons	None	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	West Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Sibling	True
R	White	Not Hispanic or Latino	Morton	Simple Assault	Residence/Home	Other	Minor Injury	Victim Was Parent	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Grand Forks	Aggravated Assault	Residence/Home	Personal Weapons	Unconscious	Relationship Unknown	False
R	White	Not Hispanic or Latino	Fargo	Intimidation	Shelter-Mission/Homeless	N/A	N/A	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Hispanic or Latino	Williston	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Sibling	False
R	White	Not Hispanic or Latino	Cass	Simple Assault	Bar/Nightclub	Personal Weapons	None	Victim Was Offender	True
R	White	Not Hispanic or Latino	Williston	Aggravated Assault	Hotel/Motel/Etc.	Personal Weapons	Severe Laceration	Victim Was Other Family Member	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Spouse	False
R	White	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Blunt Object	None	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Minot	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim was Otherwise Known	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Intimidation	Residence/Home	N/A	N/A	Victim Was Boyfriend/Girlfriend	False
N	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Offender	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Other Family Member	True
N	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	None	Victim Was Stranger	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Specialty Store	Personal Weapons	Minor Injury	Victim Was Parent	False
R	White	Not Hispanic or Latino	Bismarck	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Motor Vehicle/Vessel	Other Major Injury	Victim Was Stranger	True
R	White	Not Hispanic or Latino	Mandan	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Richland	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Child	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Devils Lake	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
N/A	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	None	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Stutsman	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
N	White	Not Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Stranger	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Stranger	False
R	White	Not Specified	Mandan	Simple Assault	Park/Playground	Personal Weapons	None	Victim Was Stranger	True
N	White	Not Specified	McLean	Statutory Rape	Residence/Home	N/A	N/A	Victim Was Boyfriend/Girlfriend	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Residence/Home	None	None	Victim Was Acquaintance	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Fargo	Intimidation	Air/Bus/Train Terminal	N/A	N/A	Victim Was Stranger	False
R	White	Hispanic or Latino	Williston	Simple Assault	School-Elementary/Secondary	Personal Weapons	None	Victim Was Acquaintance	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Burleigh	Intimidation	Residence/Home	N/A	N/A	Victim was Otherwise Known	True
N	American Indian or Alaska Native	Not Hispanic or Latino	Devils Lake	Fondling	Residence/Home	Personal Weapons	None	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Mandan	Aggravated Assault	Residence/Home	Asphyxiation	Possible Internal Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Jamestown	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Friend	False
N	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Blunt Object	Other Major Injury	Victim Was Acquaintance	True
N	White	Not Hispanic or Latino	McKenzie	Aggravated Assault	Parking/Drop Lot/Garage	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Pembina	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	False
R	White	Hispanic or Latino	Mandan	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Child	False
R	Unknown	Not Hispanic or Latino	Minot	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
U	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Williston	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
N	White	Not Hispanic or Latino	Burleigh	Simple Assault	Jail/Prison/Penitentiary/Corrections Facility	Personal Weapons	Minor Injury	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Grand Forks	Aggravated Assault	Residence/Home	Personal Weapons	Possible Internal Injury	Victim was Employee	False
N	White	Not Hispanic or Latino	Mandan	Aggravated Assault	Residence/Home	Personal Weapons	Unconscious	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Jamestown	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	White	Hispanic or Latino	Mandan	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Acquaintance	True
R	Asian	Not Hispanic or Latino	Fargo	Intimidation	Restaurant	N/A	N/A	Victim Was Stranger	False
N	White	Not Hispanic or Latino	Wahpeton	Simple Assault	Parking/Drop Lot/Garage	Personal Weapons	Minor Injury	Victim was Otherwise Known	True
R	Black or African American	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Minot	Simple Assault	Drug Store/Doctor's Office/Hospital	Personal Weapons	Minor Injury	Victim Was Stranger	True
R	Black or African American	Not Hispanic or Latino	West Fargo	Aggravated Assault	Residence/Home	Firearm	Possible Internal Injury	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Bismarck	Intimidation	Park/Playground	N/A	N/A	Victim Was Acquaintance	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	Asian	Not Hispanic or Latino	Hettinger	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
R	White	Unknown	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Spouse	True
N	Black or African American	Not Hispanic or Latino	Fargo	Intimidation	Bar/Nightclub	N/A	N/A	Victim Was Friend	True
R	White	Not Hispanic or Latino	Fargo	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim was Otherwise Known	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Offender	True
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim Was Spouse	True
R	White	Not Hispanic or Latino	Ransom	Aggravated Assault	Residence/Home	Blunt Object	Severe Laceration	Victim Was Boyfriend/Girlfriend	False
N	White	Not Hispanic or Latino	Wahpeton	Simple Assault	Restaurant	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Drug Store/Doctor's Office/Hospital	Personal Weapons	Minor Injury	Victim Was Stranger	False
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	True
N	White	Not Hispanic or Latino	Stark	Fondling	Residence/Home	None	None	Victim Was Boyfriend/Girlfriend	False
R	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Asphyxiation	Minor Injury	Victim Was Sibling	False
N	Black or African American	Not Hispanic or Latino	West Fargo	Simple Assault	Residence/Home	Personal Weapons	None	N/A	False
R	White	Not Hispanic or Latino	West Fargo	Simple Assault	Bar/Nightclub	Personal Weapons	None	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Fargo	Intimidation	Other/Unknown	N/A	N/A	Victim Was Acquaintance	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Aggravated Assault	Residence/Home	Firearm	Other Major Injury	Victim Was Acquaintance	True
R	White	Hispanic or Latino	Mandan	Intimidation	Cyberspace	N/A	N/A	Victim Was Boyfriend/Girlfriend	False
R	White	Not Specified	Minot	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Other	None	Victim was Otherwise Known	True
R	Black or African American	Not Hispanic or Latino	Fargo	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Dickinson	Aggravated Assault	Specialty Store	Motor Vehicle/Vessel	Apparent Broken Bones	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
N/A	White	Not Hispanic or Latino	Fargo	Simple Assault	Drug Store/Doctor's Office/Hospital	Personal Weapons	None	Victim Was Stranger	True
N/A	White	Hispanic or Latino	Devils Lake	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Emerado	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Offender	True
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Friend	True
R	White	Not Hispanic or Latino	Towner	Simple Assault	Residence/Home	Other	None	Victim Was Acquaintance	False
R	American Indian or Alaska Native	Hispanic or Latino	Williston	Simple Assault	Residence/Home	Other	Minor Injury	Victim Was Child	False
R	White	Not Hispanic or Latino	Bismarck	Intimidation	Residence/Home	N/A	N/A	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Asphyxiation	Other Major Injury	Victim Was Offender	False
R	White	Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Child	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Other	None	Victim Was Offender	True
R	Unknown	Hispanic or Latino	Morton	Intimidation	Park/Playground	N/A	N/A	Relationship Unknown	True
R	White	Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Offender	False
R	White	Not Hispanic or Latino	Mandan	Rape	Residence/Home	Personal Weapons	Minor Injury	Victim Was Friend	True
R	Black or African American	Not Hispanic or Latino	Williston	Intimidation	Other/Unknown	N/A	N/A	Relationship Unknown	False
N	White	Not Hispanic or Latino	Minot	Simple Assault	Daycare Facility	Personal Weapons	None	Victim Was Babysittee	False
R	White	Not Hispanic or Latino	Mercer	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	White	Not Specified	Fargo	Sodomy	Residence/Home	Personal Weapons	None	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	West Fargo	Rape	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	False
R	White	Hispanic or Latino	Grand Forks	Intimidation	Hotel/Motel/Etc.	N/A	N/A	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	White	Unknown	Fargo	Simple Assault	Restaurant	Personal Weapons	Minor Injury	Victim Was Stranger	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Grand Forks	Fondling	Residence/Home	Personal Weapons	None	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Drug Store/Doctor's Office/Hospital	Other	None	Victim Was Stranger	True
R	Black or African American	Not Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Stranger	False
R	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Bar/Nightclub	Personal Weapons	Possible Internal Injury	Victim Was Stranger	True
R	White	Not Hispanic or Latino	Mandan	Aggravated Assault	Residence/Home	Knife/Cutting Instrument	Minor Injury	Victim Was Stranger	False
R	White	Unknown	Bismarck	Simple Assault	Residence/Home	Unknown	None	Victim Was Child	False
R	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim was Otherwise Known	False
R	White	Hispanic or Latino	Mandan	Aggravated Assault	Residence/Home	Blunt Object	Minor Injury	Victim Was Child	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Parent	False
N	White	Not Hispanic or Latino	West Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Child	False
R	White	Unknown	Grand Forks	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim Was Friend	False
R	American Indian or Alaska Native	Unknown	Mandan	Simple Assault	Hotel/Motel/Etc.	Other	None	Victim Was Parent	True
R	White	Not Hispanic or Latino	Wahpeton	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Neighbor	False
R	White	Hispanic or Latino	Williston	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Handgun	None	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Bismarck	Kidnapping/Abduction	Residence/Home	Personal Weapons	Unconscious	Victim was Otherwise Known	False
N	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	None	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Cass	Intimidation	Residence/Home	N/A	N/A	Victim Was Offender	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	True
R	White	Not Hispanic or Latino	Dickinson	Simple Assault	Residence/Home	Other	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Intimidation	Residence/Home	N/A	N/A	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Grand Forks	Aggravated Assault	Residence/Home	Asphyxiation	None	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	West Fargo	Aggravated Assault	Residence/Home	Asphyxiation	Minor Injury	Victim Was Offender	False
N	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Other	Possible Internal Injury	Victim Was Stranger	True
R	White	Unknown	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Air/Bus/Train Terminal	Personal Weapons	Minor Injury	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Grafton	Intimidation	Residence/Home	N/A	N/A	Victim was Ex-Spouse	False
R	White	Not Hispanic or Latino	Jamestown	Simple Assault	School-Elementary/Secondary	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
N/A	Black or African American	Not Hispanic or Latino	Grand Forks	Aggravated Assault	Residence/Home	Knife/Cutting Instrument	Severe Laceration	Relationship Unknown	True
R	Black or African American	Not Hispanic or Latino	West Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	N/A	False
R	White	Not Hispanic or Latino	Bottineau	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	White	Not Hispanic or Latino	Minot	Rape	Residence/Home	Personal Weapons	None	Victim Was Sibling	True
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Department/Discount Store	Personal Weapons	None	Victim Was Offender	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Grand Forks	Fondling	Residence/Home	Personal Weapons	Minor Injury	Relationship Unknown	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Community Center	None	None	Victim Was Boyfriend/Girlfriend	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Residence/Home	None	None	Victim Was Acquaintance	False
R	White	Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Asphyxiation	Possible Internal Injury	Victim Was Offender	False
R	White	Unknown	Mandan	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Other Family Member	False
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Offender	True
N	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	Black or African American	Not Hispanic or Latino	Mandan	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim Was Neighbor	False
N	White	Not Hispanic or Latino	Cass	Rape	Residence/Home	None	None	Victim Was Stepchild	False
R	Black or African American	Not Hispanic or Latino	Minot	Simple Assault	Shopping Mall	Personal Weapons	Minor Injury	Victim Was Stranger	True
R	Black or African American	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Sibling	False
R	Black or African American	Not Hispanic or Latino	Fargo	Kidnapping/Abduction	Residence/Home	Personal Weapons	Severe Laceration	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	White	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Asphyxiation	Unconscious	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Drug Store/Doctor's Office/Hospital	Personal Weapons	None	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Friend	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Devils Lake	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Relationship Unknown	False
R	Black or African American	Not Hispanic or Latino	West Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Parent	False
R	White	Not Hispanic or Latino	Bismarck	Fondling	Residence/Home	Personal Weapons	None	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	None	Victim Was Friend	True
R	Asian	Not Hispanic or Latino	Dickinson	Aggravated Assault	Residence/Home	Personal Weapons	Unconscious	Victim was Ex-Spouse	False
R	Black or African American	Not Hispanic or Latino	Bismarck	Simple Assault	Bar/Nightclub	Personal Weapons	None	Victim Was Offender	True
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Bar/Nightclub	Personal Weapons	None	Victim Was Offender	True
R	White	Not Hispanic or Latino	Bismarck	Intimidation	Residence/Home	N/A	N/A	Victim Was Parent	True
R	White	Not Hispanic or Latino	North Dakota State University	Intimidation	School-College/University	N/A	N/A	Relationship Unknown	True
N/A	Black or African American	Not Hispanic or Latino	Watford City	Sexual Assault With An Object	Hotel/Motel/Etc.	Asphyxiation	None	Victim Was Boyfriend/Girlfriend	True
R	Asian	Not Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Offender	False
R	White	Not Hispanic or Latino	Morton	Aggravated Assault	Residence/Home	Blunt Object	Minor Injury	Victim Was Sibling	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Rape	Residence/Home	Personal Weapons	Possible Internal Injury	Victim Was Acquaintance	True
N/A	White	Not Hispanic or Latino	Fargo	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	West Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Fargo	Intimidation	Service/Gas Station	N/A	N/A	Victim Was Acquaintance	True
R	Black or African American	Not Hispanic or Latino	Minot	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	White	Unknown	Dunn	Intimidation	Residence/Home	N/A	N/A	Victim Was Parent	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Shopping Mall	Personal Weapons	Minor Injury	Victim Was Offender	False
R	White	Hispanic or Latino	Williston	Simple Assault	School-Elementary/Secondary	Personal Weapons	None	Victim Was Offender	False
R	White	Not Specified	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Child	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Grocery/Supermarket	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Other	Minor Injury	Victim Was Sibling	False
N	White	Not Hispanic or Latino	West Fargo	Rape	Residence/Home	Personal Weapons	None	Victim Was Sibling	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Residence/Home	None	None	Victim Was Acquaintance	False
R	Black or African American	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	True
R	White	Not Specified	Morton	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Parent	True
